Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
The University of Alabama,100751,2009,Football Bowl Subdivision,Southeastern Conference,"90,868,971","1,582,831","1,520,826","7,742,232","15,388,629","9,954,368","100,302,512","3,652,637","29,641,806","38,500","28,611,953"
The University of Alabama,100751,2010,Football Bowl Subdivision,Southeastern Conference,"98,961,214","1,944,413","1,690,078","8,768,996","18,436,630","11,505,829","130,542,153","9,270,917","33,739,056","58,000","29,874,977"
The University of Alabama,100751,2011,Football Bowl Subdivision,Southeastern Conference,"105,068,152","1,958,162","1,694,201","8,564,855","17,845,810","11,931,747","124,498,616","7,740,898","30,082,101","254,500","31,712,455"
The University of Alabama,100751,2012,Football Bowl Subdivision,Southeastern Conference,"108,204,867","2,474,105","1,784,604","8,680,760","19,687,779","12,539,992","124,899,945","9,989,783","30,390,598","737,575","33,043,253"
The University of Alabama,100751,2013,Football Bowl Subdivision,Southeastern Conference,"116,607,913","2,346,604","1,785,254","11,560,917","21,363,154","13,281,263","143,776,550","11,203,182","34,233,035","38,500","38,904,537"
The University of Alabama,100751,2014,Football Bowl Subdivision,Southeastern Conference,"120,184,128","2,474,145","2,193,655","10,792,967","23,159,068","13,932,875","153,234,273","15,471,366","32,196,689","115,000","37,219,343"
The University of Alabama,100751,2015,Football Bowl Subdivision,Southeastern Conference,"132,354,913","2,987,591","2,174,756","10,391,436","25,143,881","14,242,448","148,911,674","11,181,046","29,354,594","65,144","39,235,610"
The University of Alabama,100751,2016,Football Bowl Subdivision,Southeastern Conference,"145,277,366","3,167,745","2,748,185","20,884,325","24,998,474","15,546,729","164,009,745","11,997,146","29,651,491","44,667","40,118,302"
The University of Alabama,100751,2017,Football Bowl Subdivision,Southeastern Conference,"158,646,962","2,977,571","2,669,781","21,896,184","30,643,832","17,304,466","174,307,419","12,005,546","33,011,723","6,539,500","37,642,667"
The University of Alabama,100751,2018,Football Bowl Subdivision,Southeastern Conference,"166,533,013","3,090,576","3,310,990","23,563,927","27,979,991","16,741,760","177,481,937","13,028,564","30,213,518","5,040,500","38,243,997"
The University of Tennessee,221759,2005,Football Bowl Subdivision,Southeastern Conference,"71,783,012","650,430","1,518,998","5,574,222","11,349,641","6,274,670","71,295,394","4,557,627","14,862,415","800,000","26,266,777"
The University of Tennessee,221759,2006,Football Bowl Subdivision,Southeastern Conference,"70,565,159","873,055","1,687,605","5,307,308","11,835,944","6,655,276","73,807,262","4,025,430","19,147,636","1,050,000","21,116,829"
The University of Tennessee,221759,2007,Football Bowl Subdivision,Southeastern Conference,"94,445,270","839,888","2,005,677","6,934,395","13,633,189","8,427,139","97,289,613","13,422,665","22,962,277","250,000","27,975,950"
The University of Tennessee,221759,2008,Football Bowl Subdivision,Southeastern Conference,"100,507,146","915,439","1,789,301","7,737,687","16,655,628","9,780,350","101,806,196","4,154,643","26,405,309","250,000","29,403,335"
The University of Tennessee,221759,2009,Football Bowl Subdivision,Southeastern Conference,"105,972,740","1,030,966","1,928,815","6,789,864","15,955,910","10,093,985","102,795,708","5,756,137","23,678,685","300,000","31,722,592"
The University of Tennessee,221759,2010,Football Bowl Subdivision,Southeastern Conference,"111,670,619","815,759","1,860,765","7,774,189","17,807,565","10,638,233","115,729,599","4,534,002","27,936,952",0,"36,109,495"
The University of Tennessee,221759,2011,Football Bowl Subdivision,Southeastern Conference,"97,580,406","863,623","2,263,649","7,809,973","16,046,482","10,858,953","104,368,992","4,633,521","27,945,480","250,000","35,689,435"
The University of Tennessee,221759,2012,Football Bowl Subdivision,Southeastern Conference,"101,292,015","1,162,565","2,252,990","7,479,022","17,287,551","10,940,126","102,884,286","6,114,894","25,449,117",0,"33,922,547"
The University of Tennessee,221759,2013,Football Bowl Subdivision,Southeastern Conference,"110,269,194","867,739","2,387,201","6,606,272","16,879,375","12,112,750","111,579,779","4,370,771","24,258,597",0,"34,788,050"
The University of Tennessee,221759,2014,Football Bowl Subdivision,Southeastern Conference,"106,153,854","1,174,509","2,593,977","9,310,236","16,933,891","10,943,538","107,499,732","8,682,056","26,773,796","350,000","32,572,479"
The University of Tennessee,221759,2015,Football Bowl Subdivision,Southeastern Conference,"113,413,325","1,022,819","2,117,501","10,037,423","18,160,180","12,359,984","126,584,033","14,921,151","33,361,421","367,000","34,674,844"
The University of Tennessee,221759,2016,Football Bowl Subdivision,Southeastern Conference,"128,011,504","1,179,753","2,526,047","14,502,088","19,927,317","13,695,302","140,448,955","14,536,065","34,082,765","1,878,003","36,844,478"
The University of Tennessee,221759,2017,Football Bowl Subdivision,Southeastern Conference,"134,880,229","1,505,355","2,756,295","13,357,277","20,832,053","13,956,360","145,653,191","14,902,218","35,428,068","4,350,000","36,781,724"
The University of Tennessee,221759,2018,Football Bowl Subdivision,Southeastern Conference,"150,030,497","1,611,841","3,220,244","13,242,893","21,843,304","14,530,655","143,545,115","14,094,742","35,704,713","3,010,470","35,938,797"
The University of Texas at Austin,228778,2005,Football Bowl Subdivision,Big 12 Conference,"82,400,829","902,667","1,108,718","15,230,625","12,401,022","5,745,775","89,651,682","8,588,107","22,324,445","232,960","33,507,576"
The University of Texas at Austin,228778,2006,Football Bowl Subdivision,Big 12 Conference,"90,738,962","1,362,007","933,925","17,451,394","14,106,648","6,617,234","97,756,776","9,744,813","26,507,774","568,075","34,280,260"
The University of Texas at Austin,228778,2007,Football Bowl Subdivision,Big 12 Conference,"97,235,567","1,695,680","1,156,826","20,671,904","15,821,280","7,475,102","105,048,632","9,367,724","27,190,731","604,500","44,562,934"
The University of Texas at Austin,228778,2008,Football Bowl Subdivision,Big 12 Conference,"110,996,365","1,644,712","1,291,852","23,222,152","17,810,365","6,993,766","120,288,370","16,639,171","35,057,421","318,000","44,691,119"
The University of Texas at Austin,228778,2009,Football Bowl Subdivision,Big 12 Conference,"127,651,428","1,678,082","1,322,464","26,124,447","19,701,680","7,891,315","138,459,149","18,164,827","37,291,370","500,000","55,394,209"
The University of Texas at Austin,228778,2010,Football Bowl Subdivision,Big 12 Conference,"130,436,534","1,853,181","1,257,768","26,580,948","22,395,656","8,444,494","143,555,354","22,065,642","37,110,292","460,000","56,741,662"
The University of Texas at Austin,228778,2011,Football Bowl Subdivision,Big 12 Conference,"133,686,815","1,619,602","1,470,389","30,732,098","22,230,725","8,957,818","150,295,926","22,840,191","37,337,126","531,020","61,196,689"
The University of Texas at Austin,228778,2012,Football Bowl Subdivision,Big 12 Conference,"138,269,710","1,683,099","1,457,857","29,568,825","23,429,972","9,350,290","163,295,115","28,703,901","40,747,347","445,000","59,207,378"
The University of Texas at Austin,228778,2013,Football Bowl Subdivision,Big 12 Conference,"146,807,585","1,865,346","1,405,178","32,762,697","24,415,065","9,956,345","165,691,486","33,421,518","37,386,271","560,500","60,860,735"
The University of Texas at Austin,228778,2014,Football Bowl Subdivision,Big 12 Conference,"154,128,877","2,014,676","1,463,993","26,962,323","25,375,094","10,842,276","161,035,187","31,955,783","37,633,031","455,500","53,655,400"
The University of Texas at Austin,228778,2015,Football Bowl Subdivision,Big 12 Conference,"183,062,661","2,023,947","1,351,428","33,797,117","23,757,430","10,640,141","183,521,028","32,891,717","44,273,349","4,522,000","63,288,302"
The University of Texas at Austin,228778,2016,Football Bowl Subdivision,Big 12 Conference,"181,493,246","1,322,697","1,590,187","31,357,442","24,210,316","11,747,308","187,981,158","36,778,341","42,159,118","731,060","60,870,893"
The University of Texas at Austin,228778,2017,Football Bowl Subdivision,Big 12 Conference,"217,363,094","1,764,738","2,285,024","37,156,578","24,632,746","12,767,491","214,830,647","45,919,839","46,019,194","817,000","72,457,216"
The University of Texas at Austin,228778,2018,Football Bowl Subdivision,Big 12 Conference,"217,327,009","1,680,414","3,199,072","20,778,855","26,211,512","12,655,927","219,402,579","47,184,531","53,245,181","661,500","66,771,366"
The University of Texas at El Paso,228796,2005,Football Bowl Subdivision,Western Athletic Conference,"21,325,403","555,316","400,294","3,248,095","3,099,589","4,864,327","21,325,408","1,272,179","3,029,606","430,000","3,639,657"
The University of Texas at El Paso,228796,2006,Football Bowl Subdivision,Conference USA,"23,740,388","586,635","421,170","3,744,496","3,511,671","5,091,225","23,449,605","1,367,106","3,645,959","187,315","4,582,158"
The University of Texas at El Paso,228796,2007,Football Bowl Subdivision,Conference USA,"23,207,842","632,439","525,130","3,793,721","3,708,851","5,345,086","23,358,129","1,215,037","3,473,243","379,500","4,525,383"
The University of Texas at El Paso,228796,2008,Football Bowl Subdivision,Conference USA,"25,707,421","687,267","564,748","4,204,965","4,117,078","5,354,270","25,269,243","1,370,712","4,165,533","215,000","3,674,607"
The University of Texas at El Paso,228796,2009,Football Bowl Subdivision,Conference USA,"25,547,680","659,654","540,797","4,344,983","4,242,090","5,467,309","25,595,295","1,341,459","3,031,889","194,000","4,262,168"
The University of Texas at El Paso,228796,2010,Football Bowl Subdivision,Conference USA,"26,614,312","737,192","531,299","3,842,913","4,781,158","5,679,289","26,694,008","1,325,311","3,361,765","438,000","2,841,759"
The University of Texas at El Paso,228796,2011,Football Bowl Subdivision,Conference USA,"27,660,527","834,350","517,999","4,044,851","4,745,670","6,318,154","27,694,358","1,415,759","3,071,855","983,700","3,308,099"
The University of Texas at El Paso,228796,2012,Football Bowl Subdivision,Conference USA,"27,092,238","814,343","521,218","4,134,425","4,626,801","6,500,002","27,230,937","1,538,103","3,133,078","755,000","2,292,551"
The University of Texas at El Paso,228796,2013,Football Bowl Subdivision,Conference USA,"28,964,808","858,413","509,906","4,284,265","5,230,804","6,573,982","29,017,848","1,576,333","3,127,983","1,755,000","3,002,512"
The University of Texas at El Paso,228796,2014,Football Bowl Subdivision,Conference USA,"28,521,887","867,507","568,953","4,525,800","5,420,002","6,385,338","28,645,661","1,516,299","3,382,825","1,270,500","2,326,459"
The University of Texas at El Paso,228796,2015,Football Bowl Subdivision,Conference USA,"29,395,257","868,678","720,544","4,749,069","5,817,722","7,272,430","29,836,835","1,882,221","2,907,737","969,500","2,485,703"
The University of Texas at El Paso,228796,2016,Football Bowl Subdivision,Conference USA,"32,510,383","956,073","668,056","4,333,357","5,881,015","7,997,558","32,709,050","2,287,005","3,849,332","1,061,000","1,988,231"
The University of Texas at El Paso,228796,2017,Football Bowl Subdivision,Conference USA,"32,039,189","983,543","630,694","4,222,709","5,809,119","7,872,794","31,781,343","2,276,125","4,060,347","1,012,000","2,092,975"
The University of Texas at El Paso,228796,2018,Football Bowl Subdivision,Conference USA,"33,439,133","898,790","658,861","4,106,446","5,931,995","7,822,109","32,855,303","2,377,584","2,676,553","816,000","1,591,348"
The University of Texas at San Antonio,229027,2005,No Football Subdivision,,"7,675,714","80,846","123,050","729,615","1,424,950","1,960,984","7,499,025","555,484","221,373","170,575","80,671"
The University of Texas at San Antonio,229027,2006,No Football Subdivision,,"9,271,175","85,058","164,290","788,241","1,620,088","2,084,164","9,828,305","566,258","277,415","88,808","122,342"
The University of Texas at San Antonio,229027,2007,No Football Subdivision,,"9,362,601","159,624","189,159","930,774","1,757,193","2,279,472","9,987,498","299,336","222,542","196,565","71,211"
The University of Texas at San Antonio,229027,2008,No Football Subdivision,,"10,210,111","149,979","202,949","1,040,403","1,821,430","2,445,646","10,370,170","618,926","188,232","221,919","71,050"
The University of Texas at San Antonio,229027,2009,No Football Subdivision,,"11,244,584","147,326","238,164","1,061,594","2,209,899","2,704,497","11,303,479","939,620","394,512","232,360","74,217"
The University of Texas at San Antonio,229027,2010,No Football Subdivision,,"12,948,900","246,388","327,191","1,254,842","2,192,889","2,750,288","12,981,694","767,176","606,480","245,150","168,630"
The University of Texas at San Antonio,229027,2011,No Football Subdivision,,"16,004,767","286,895","351,995","1,433,126","3,340,064","3,684,448","16,675,632","1,198,761","1,797,603","318,200","79,942"
The University of Texas at San Antonio,229027,2012,Football Championship Subdivision,,"21,223,077","308,007","462,337","2,574,548","3,535,066","4,501,616","22,308,205","2,242,186","2,726,303","250,380","2,266,444"
The University of Texas at San Antonio,229027,2013,Football Bowl Subdivision,Western Athletic Conference,"24,891,193","353,556","507,319","3,382,461","4,121,798","5,213,008","23,807,953","2,625,367","2,547,300","383,030","2,228,523"
The University of Texas at San Antonio,229027,2014,Football Bowl Subdivision,Conference USA,"27,175,879","399,785","458,452","3,883,428","4,108,830","5,845,180","26,937,994","2,851,118","2,500,752","1,032,490","2,368,531"
The University of Texas at San Antonio,229027,2015,Football Bowl Subdivision,Conference USA,"26,177,864","452,670","494,022","3,640,722","4,244,895","5,088,760","26,807,547","2,835,136","3,102,157","555,869","2,155,482"
The University of Texas at San Antonio,229027,2016,Football Bowl Subdivision,Conference USA,"26,443,958","359,556","554,351","4,503,430","4,733,295","5,243,088","27,426,009","2,052,888","2,273,665","1,505,400","2,121,837"
The University of Texas at San Antonio,229027,2017,Football Bowl Subdivision,Conference USA,"30,104,385","457,903","656,261","5,267,826","5,583,500","5,838,750","28,772,631","2,095,938","1,765,092","1,077,100","1,998,788"
The University of Texas at San Antonio,229027,2018,Football Bowl Subdivision,Conference USA,"31,308,818","553,268","655,670","4,299,465","6,227,774","6,029,598","30,368,193","2,193,957","3,273,906","620,500","1,871,748"
Troy University,102368,2005,Football Bowl Subdivision,Sun Belt Conference,"11,975,714","110,503","164,666","1,357,621","1,982,900","3,626,942","11,975,714","357,774","2,109,217","1,234,000","641,217"
Troy University,102368,2006,Football Bowl Subdivision,Sun Belt Conference,"12,825,677","172,129","217,276","1,116,009","2,245,140","3,812,004","12,825,677","454,640","1,401,025","1,826,500","617,862"
Troy University,102368,2007,Football Bowl Subdivision,Sun Belt Conference,"14,142,659","181,568","225,594","1,487,673","2,521,237","3,636,263","14,142,659","150,000","1,692,562","1,349,700","896,059"
Troy University,102368,2008,Football Bowl Subdivision,Sun Belt Conference,"14,327,947","170,584","281,467","1,484,767","2,632,968","3,652,824","14,327,947","165,000","2,129,595","1,869,500","639,775"
Troy University,102368,2009,Football Bowl Subdivision,Sun Belt Conference,"15,458,050","193,719","208,247","1,787,602","3,005,032","3,893,143","15,458,050","180,000","2,027,691","1,879,500","862,517"
Troy University,102368,2010,Football Bowl Subdivision,Sun Belt Conference,"15,783,593","197,819","206,476","1,925,295","3,153,146","4,394,244","15,783,593","161,616","2,285,919","1,942,000","936,298"
Troy University,102368,2011,Football Bowl Subdivision,Sun Belt Conference,"15,246,720","220,474","238,463","2,023,877","3,133,592","4,116,841","15,246,720","208,179","2,150,695","2,871,000","689,998"
Troy University,102368,2012,Football Bowl Subdivision,Sun Belt Conference,"16,504,664","218,235","254,595","1,790,085","3,149,771","4,705,672","16,504,664","162,379","1,948,898","810,000","830,368"
Troy University,102368,2013,Football Bowl Subdivision,Sun Belt Conference,"22,268,629","239,214","309,125","1,636,983","3,848,290","4,769,329","22,268,629","187,977","2,295,375","1,515,250","823,835"
Troy University,102368,2014,Football Bowl Subdivision,Sun Belt Conference,"24,628,741","181,343","345,274","1,782,049","4,142,841","5,171,661","24,628,741","137,029","2,268,841","2,453,500","463,063"
Troy University,102368,2015,Football Bowl Subdivision,Sun Belt Conference,"27,056,669","217,000","396,814","2,061,213","4,733,201","5,220,861","27,056,669","202,193","2,269,129","1,686,569","610,558"
Troy University,102368,2016,Football Bowl Subdivision,Sun Belt Conference,"27,320,624","244,496","352,281","1,980,459","5,114,284","5,479,694","27,320,624","474,128","2,180,053","1,895,500","896,635"
Troy University,102368,2017,Football Bowl Subdivision,Sun Belt Conference,"29,962,107","253,905","310,548","2,154,300","5,592,806","5,780,367","29,962,107","341,610","2,568,378","1,839,000","1,058,810"
Troy University,102368,2018,Football Bowl Subdivision,Sun Belt Conference,"30,326,255","283,749","318,813","1,927,129","6,114,208","5,830,001","30,326,255","404,139","1,531,112","1,548,000","984,501"
United States Air Force Academy,128328,2005,Football Bowl Subdivision,Mountain West Conference,"14,330,645",0,"510,191","2,172,567","5,436,414",0,"15,481,081","154,697",0,"106,500","2,783,786"
United States Air Force Academy,128328,2006,Football Bowl Subdivision,Mountain West Conference,"26,606,845","1,939","1,152,114","2,833,365","7,166,218",0,"27,085,224","2,284,059","312,736","36,325","4,102,689"
United States Air Force Academy,128328,2007,Football Bowl Subdivision,Mountain West Conference,"28,064,038","11,508","876,005","3,274,218","7,760,837",0,"29,024,404","1,095,877","422,001","965,500","4,870,515"
United States Air Force Academy,128328,2008,Football Bowl Subdivision,Mountain West Conference,"31,174,646","9,067","830,318","3,752,950","7,762,406",0,"30,604,249","953,111","588,954","260,124","4,379,928"
United States Air Force Academy,128328,2009,Football Bowl Subdivision,Mountain West Conference,"34,945,674","19,360","1,213,498","4,767,530","8,889,911",0,"33,616,930","1,013,595","590,903","343,900","4,361,495"
United States Air Force Academy,128328,2010,Football Bowl Subdivision,Mountain West Conference,"35,081,470","24,721","1,029,199","4,754,499","9,371,918",0,"34,915,251","729,850","802,526","786,000","4,111,024"
United States Air Force Academy,128328,2011,Football Bowl Subdivision,Mountain West Conference,"39,430,241","27,576","1,059,160","4,990,512","10,745,839",0,"39,823,782","1,188,081","775,116","371,887","5,128,692"
United States Air Force Academy,128328,2012,Football Bowl Subdivision,Mountain West Conference,"43,156,740","64,943","1,264,968","4,550,021","10,789,112",0,"44,490,055","2,370,860","1,201,506","397,950","4,822,242"
United States Air Force Academy,128328,2013,Football Bowl Subdivision,Mountain West Conference,"39,497,086","63,546","1,168,387","4,808,215","10,270,921",0,"39,031,348","1,237,205","1,137,161","1,183,000","4,289,880"
United States Air Force Academy,128328,2014,Football Bowl Subdivision,Mountain West Conference,"41,438,813","65,457","1,157,807","3,904,975","10,608,013",0,"46,577,840","1,530,375","2,246,463","74,000","5,849,136"
United States Air Force Academy,128328,2015,Football Bowl Subdivision,Mountain West Conference,"43,481,337","32,464","1,161,143","5,809,890","10,859,732",0,"50,191,669","1,634,474","2,194,202","314,500","3,818,062"
United States Air Force Academy,128328,2016,Football Bowl Subdivision,Mountain West Conference,,,,,,,,,,,
United States Air Force Academy,128328,2017,Football Bowl Subdivision,Mountain West Conference,"50,112,617","330,682","1,486,438","7,151,569","11,394,482",0,"59,577,780","3,196,981","8,705,370","63,000","3,542,723"
United States Air Force Academy,128328,2018,Football Bowl Subdivision,Mountain West Conference,"53,530,468","84,450","1,560,005","7,273,657","11,687,967",0,"60,101,907","1,864,431","2,389,987","1,342,000","3,251,642"
United States Military Academy,197036,2005,Football Bowl Subdivision,Conference USA,"20,493,126",0,"768,122","2,935,634","4,768,419",0,"21,620,575","704,171","2,850,500","2,375,500","3,578,135"
United States Military Academy,197036,2006,Football Bowl Subdivision,Independent,"23,209,804",0,"953,735","3,942,954","5,767,619",0,"24,395,909","1,827,960","1,848,609","3,782,190","3,735,845"
United States Military Academy,197036,2007,Football Bowl Subdivision,Independent,"23,479,378",0,"769,201","4,397,677","5,566,231",0,"24,643,884","522,851","1,907,108","3,488,000","3,821,594"
United States Military Academy,197036,2008,Football Bowl Subdivision,Independent,"24,888,651",0,"1,066,529","3,418,382","6,014,212",0,"29,398,220","979,803","3,570,793","3,123,000","4,140,695"
United States Military Academy,197036,2009,Football Bowl Subdivision,Independent,"25,968,123",0,"1,093,356","3,875,015","6,147,247",0,"28,103,137","940,243","2,792,519","2,986,000","3,470,168"
United States Military Academy,197036,2010,Football Bowl Subdivision,Independent,"25,784,801",0,"1,201,915","3,862,664","5,948,510",0,"29,664,348","1,831,641","2,990,806","2,710,000","3,867,821"
United States Military Academy,197036,2011,Football Bowl Subdivision,Independent,"27,420,476",0,"1,267,189","4,082,803","6,512,198",0,"34,342,038","2,266,808","2,786,066","5,086,320","3,890,649"
United States Military Academy,197036,2012,Football Bowl Subdivision,Independent,"26,301,738",0,"1,177,512","4,074,194","6,584,140",0,"31,498,762","2,287,023","2,578,740","4,395,541","3,208,657"
United States Military Academy,197036,2013,Football Bowl Subdivision,Independent,"27,898,527",0,"1,082,018","4,925,636","6,826,488",0,"37,289,204","2,690,884","3,600,423","3,662,000","7,064,865"
United States Military Academy,197036,2014,Football Bowl Subdivision,Independent,"32,532,108",0,"1,447,863","5,907,929","8,024,369",0,"37,143,082","2,581,246","5,593,755","4,284,005","3,739,390"
United States Military Academy,197036,2015,Football Bowl Subdivision,Independent,"37,210,925",0,"1,818,514","6,080,023","8,680,976",0,"41,202,176","3,263,593","5,932,115","3,997,000","6,231,666"
United States Military Academy,197036,2016,Football Bowl Subdivision,Independent,"38,651,909",0,"1,840,082","6,294,485","9,008,445",0,"44,191,038","4,281,489","5,327,292","4,879,000","5,566,875"
United States Military Academy,197036,2017,Football Bowl Subdivision,Independent,,,,,,,,,,,
United States Military Academy,197036,2018,Football Bowl Subdivision,Independent,,,,,,,,,,,
"University at Buffalo, The State University of New York",196088,2005,Football Bowl Subdivision,Mid-American Conference,"18,685,142","49,025","286,869","1,820,533","2,472,719","4,275,751","18,689,948","857,189","49,115","542,000","809,840"
"University at Buffalo, The State University of New York",196088,2006,Football Bowl Subdivision,Mid-American Conference,"20,888,277","59,900","358,062","1,651,731","2,585,111","4,554,381","20,894,644","903,180","101,347","288,863","696,711"
"University at Buffalo, The State University of New York",196088,2007,Football Bowl Subdivision,Mid-American Conference,"22,068,328","79,407","448,039","2,479,561","2,908,102","4,850,529","22,071,264","810,975","31,063","1,635,000","774,307"
"University at Buffalo, The State University of New York",196088,2008,Football Bowl Subdivision,Mid-American Conference,"21,854,374","139,660","503,878","2,536,639","3,122,889","5,117,890","21,859,641","797,652","153,510","1,185,838","757,217"
"University at Buffalo, The State University of New York",196088,2009,Football Bowl Subdivision,Mid-American Conference,"25,942,006","179,583","450,931","2,940,480","3,782,465","5,509,400","25,944,465","856,530","308,429","862,500","1,306,808"
"University at Buffalo, The State University of New York",196088,2010,Football Bowl Subdivision,Mid-American Conference,"16,973,584","178,882","455,297","2,884,493",0,"6,159,123","25,385,009","892,843","731,269","519,700","1,099,425"
"University at Buffalo, The State University of New York",196088,2011,Football Bowl Subdivision,Mid-American Conference,"26,221,691","249,607","414,566","2,701,949","3,878,317","6,371,627","26,228,030","942,712","384,436","406,847","994,216"
"University at Buffalo, The State University of New York",196088,2012,Football Bowl Subdivision,Mid-American Conference,"27,478,169","263,809","409,401","2,781,295","3,883,784","6,354,309","27,480,211","941,881","1,320,953","1,272,153","1,059,966"
"University at Buffalo, The State University of New York",196088,2013,Football Bowl Subdivision,Mid-American Conference,"28,960,127","250,324","453,148","2,926,492","3,912,220","7,277,504","28,964,050","871,873","392,815","1,369,500","944,768"
"University at Buffalo, The State University of New York",196088,2014,Football Bowl Subdivision,Mid-American Conference,"31,134,149","597,417","527,129","3,929,098","4,154,692","7,635,181","31,277,980","793,685","600,252","1,239,655","1,285,778"
"University at Buffalo, The State University of New York",196088,2015,Football Bowl Subdivision,Mid-American Conference,"31,909,540","219,989","574,110","3,510,825","4,253,799","8,364,393","32,181,552","1,181,934","1,058,460","479,500","1,101,014"
"University at Buffalo, The State University of New York",196088,2016,Football Bowl Subdivision,Mid-American Conference,"34,219,719","368,765","653,466","3,607,662","4,633,801","9,239,541","34,267,566","1,080,737","1,913,487","1,362,000","1,107,153"
"University at Buffalo, The State University of New York",196088,2017,Football Bowl Subdivision,Mid-American Conference,"35,883,884","382,918","606,328","3,733,093","4,565,816","9,418,613","35,892,221","925,352","1,953,470","1,242,500","1,065,783"
"University at Buffalo, The State University of New York",196088,2018,Football Bowl Subdivision,Mid-American Conference,"40,763,071","400,063","585,562","3,585,826","7,014,349","8,727,511","40,834,648","685,807","1,924,828","1,748,500","1,036,460"
University of Akron,200800,2005,Football Bowl Subdivision,Mid-American Conference,"13,896,456","107,619","441,066","1,001,301","2,065,573","4,401,715","14,021,914","136,063","452,109","725,500","386,375"
University of Akron,200800,2006,Football Bowl Subdivision,Mid-American Conference,"15,751,464","197,928","643,514","1,253,525","2,577,264","5,002,563","15,301,573",0,"763,188","606,500","622,630"
University of Akron,200800,2007,Football Bowl Subdivision,Mid-American Conference,"16,992,718","187,823","645,451","1,115,584","3,046,040","5,223,415","17,308,323","146,500","492,540","903,600","759,711"
University of Akron,200800,2008,Football Bowl Subdivision,Mid-American Conference,"18,858,092","155,359","738,979","1,407,315","3,133,410","5,534,767","18,711,948","352,650","737,381","856,500","785,310"
University of Akron,200800,2009,Football Bowl Subdivision,Mid-American Conference,"20,124,113","201,027","655,737","1,864,745","4,038,754","5,501,724","20,670,298","447,732","538,450","1,194,208","666,529"
University of Akron,200800,2010,Football Bowl Subdivision,Mid-American Conference,"24,498,336","253,662","370,438","2,074,346","4,789,524","5,840,195","24,012,416","600,943","1,269,290","849,500","1,533,516"
University of Akron,200800,2011,Football Bowl Subdivision,Mid-American Conference,"25,344,459","265,521","491,102","2,314,699","4,725,556","5,897,598","25,583,730","595,764","1,051,880","752,500","1,187,709"
University of Akron,200800,2012,Football Bowl Subdivision,Mid-American Conference,"27,225,730","526,678","432,540","2,299,464","5,700,372","6,104,814","27,217,473","639,079","1,043,294","1,441,589","1,623,296"
University of Akron,200800,2013,Football Bowl Subdivision,Mid-American Conference,"28,407,737","406,228","480,188","2,447,798","5,734,861","6,776,068","27,954,164","765,898","1,126,953","1,026,000","1,177,127"
University of Akron,200800,2014,Football Bowl Subdivision,Mid-American Conference,"32,050,686","369,045","431,287","2,637,949","5,625,976","6,840,858","32,774,266","971,746","2,076,146","1,310,500","1,687,563"
University of Akron,200800,2015,Football Bowl Subdivision,Mid-American Conference,"34,070,009","389,867","444,036","2,738,155","5,903,700","7,122,862","31,771,467","908,420","2,288,565","1,067,426","1,068,663"
University of Akron,200800,2016,Football Bowl Subdivision,Mid-American Conference,"35,378,884","459,112","464,521","4,081,137","6,108,320","7,248,175","34,587,155","905,402","1,981,146","1,287,000","1,670,805"
University of Akron,200800,2017,Football Bowl Subdivision,Mid-American Conference,"33,895,809","393,302","507,238","3,113,059","6,137,271","7,250,651","35,331,217","922,752","2,094,500","1,441,000","968,083"
University of Akron,200800,2018,Football Bowl Subdivision,Mid-American Conference,"34,873,226","459,380","613,074","3,546,994","6,087,874","6,976,674","34,601,000","967,925","1,874,458","1,295,512","1,381,580"
University of Alabama at Birmingham,100663,2005,Football Bowl Subdivision,Conference USA,"18,872,742","275,860","33,137","2,289,499","5,474,739","4,234,229","18,784,112","294,079","2,555,134","1,338,460","1,154,612"
University of Alabama at Birmingham,100663,2006,Football Bowl Subdivision,Conference USA,"19,226,855","338,670","217,702","1,800,874","4,103,048","4,654,074","19,744,094","484,000","3,660,487","622,600","1,256,350"
University of Alabama at Birmingham,100663,2007,Football Bowl Subdivision,Conference USA,"21,123,121","437,398","331,430","2,034,843","4,782,532","4,308,476","21,600,512","479,526","3,226,902","1,390,815","1,298,353"
University of Alabama at Birmingham,100663,2008,Football Bowl Subdivision,Conference USA,"21,509,018","244,960","357,111","2,212,991","5,125,499","4,648,296","22,430,831","538,275","3,440,756","1,568,657","1,268,519"
University of Alabama at Birmingham,100663,2009,Football Bowl Subdivision,Conference USA,"22,519,272","502,280","367,711","2,346,420","5,333,748","4,904,286","22,808,725","598,769","2,944,050","1,757,109","1,227,748"
University of Alabama at Birmingham,100663,2010,Football Bowl Subdivision,Conference USA,"23,839,180","430,093","373,542","2,202,607","5,482,736","5,567,413","24,273,967","804,767","3,061,128","1,360,000","1,247,764"
University of Alabama at Birmingham,100663,2011,Football Bowl Subdivision,Conference USA,"25,224,426","617,123","432,798","2,355,461","5,826,794","6,057,472","25,690,048","877,658","2,692,625","1,155,800","1,134,284"
University of Alabama at Birmingham,100663,2012,Football Bowl Subdivision,Conference USA,"27,412,637","352,645","455,789","2,694,966","6,036,108","6,085,431","28,114,179","890,502","2,995,783","1,271,000","1,127,582"
